Component,Component,Test Case,TC Identifier,Test Type,Estimated Duration (min),Priority,Pass/Fail,LPS Ticket,Tester,Date,Test Name,Test Steps
Service Builder,,FinderPaths are initialized in afterPropertiesSet method (LPS-89568),4b,Manual,,,,,,,,"1. Add a sample entity to service.xml
   1. Set local-service and remote-service to false
2. Define a few columns
3. Define a finder method for a non-primary column
4. Build service
5. View <Entity>PersistenceImpl.java
6. Search for definitions of FinderPath variables
7. Assert FinderPaths are private and instanced
8. Assert FinderPath variables are initialized in the afterPropertiesSet method"
Service Builder,,Single Column,4c,Integration,,,,,,,regular portal usage,"1. Add finder to service.xml with only one finder-column
2. Build Service
3. Assert finder code generated

"
Service Builder,,Multiple Columns,4d,Integration,,,,,,,regular portal usage,"1. Execute 4d to add a single finder code
2. Add 2 more <finder-column>s to the same finder
3. Build Service
4. Assert finder code now includes second column"
Service Builder,,Return type: Entity,4e,Integration,,,,,,,regular portal usage,"1. Add finder to an entity in service.xml with return-type set to Entity Name
2. Build Service
3. Compile Java
4. Assert successful"
Service Builder,,Return type: Collection,4f,Integration,,,,,,,regular portal usage,"1. Add finder to an entity in service.xml with return-type set to ""Collection""
2. Build Service
3. Compile Java
4. Assert successful"
Service Builder,,Return type: Unique only,4g,Integration,,,,,,,regular portal usage,"1. Add finder to an entity in service.xml with: 
   1. ""unique"" attribute set to ""true""
   2. ""return-type"" attribute set to Entity Name
2. Build Service
3. Compile Java
4. Assert successful"
Service Builder,,Return type: No db-index,4h,Manual,,,,,,,,"1. Create entity with 2 columns
2. Add a finder that uses both columns
3. Build Service
4. Assert create index in generated indexes.sql
5. Delete indexes.sql[d]
6. Set finder to
   1. db-index=""false""
7. Build Service
8. Assert the index is not added to indexes.sql"
Service Builder,,Where with arrayable-operator/arrayable-pagination (LPS-89228),4i,Integration,,,,,,,portal-tools-service-builder-test-service/service.xml,"1. Add an entity that includes some columns (e.g. groupId, entryId)
2. Create a finder with attributes:
   1. where: entryId > 0
   2. finder-column arrayable-operator=""OR"" arrayable-pagination=""true"" name=""groupId""
3. Build service
4. Assert expected SQL generated in [Entity]PersistenceImpl"
Service Builder,,Where with matching substring (LPS-62084),4j,Manual,,,,,,,broken at head,"1. Add an entity that includes two columns with the same substring (e.g. name, nickname)
2. Create a finder with attributes:
   1. where: nickname is not NULL
   2. finder-column name: name
3. Build service
4. View generated _FINDER_COLUMN string in [Entity]PersistenceImpl
5. Assert expected sql query"
Service Builder,,comparator,4k,Integration,,,,,,,modules/apps/blogs/blogs-service/service.xml,"1. Add an entity that includes some columns (e.g. groupId, entryId)
2. Create a finder with finder-column attributes:
   1. comparator=""!=""
3. Build Service
4. View generated _FINDER_COLUMN string in [Entity]PersistenceImpl
5. Assert expected sql query"
Service Builder,,Rename finder column (LPS-79796),4l,Manual,,,,,,,,"1. Add an entity that includes some columns (e.g. groupId, entryId)
2. Add a new column with a finder
<column name=""columnToRename"" type=""String"" />

<finder name=""ColumnToRename"" return-type=""Sample"">
   <finder-column name=""columnToRename""/>
</finder>
        3. Build Service
4. Modify column name
<column name=""renamedColumn"" type=""String"" />

<finder name=""ColumnToRename"" return-type=""Sample"">
   <finder-column name=""renamedColumn""/>
</finder>
        5. Build Service
6. Assert index removed
   1. Removing index IX_BA4F5FD3 because column ""columnToRename"" does not exist
6. Assert column successfully renamed"
Service Builder,,Test Group 5 - Generated code,,,,,,,,,,
Service Builder,,Getter and setter methods are not duplicated between BaseModelWrapper and <Entity>Model / <Entity>Wrapper classes (LPS-88823),5a,Manual,,,,,,,,"<Entity>Model / <Entity>Wrapper classes (LPS-88823)
1. Update service.xml to use 7.2.0 Service Builder DTD
2. View an <Entity>Model class
3. Assert methods implemented defined in BaseModel interface with the @Override annotation in the <Entity>Model class
4. Build service
5. Assert that <Entity>Model class no longer defines methods duplicated from the BaseModel class
6. Assert that the <Entity>Wrapper class now extends BaseEntryWrapper class
7. Assert new BaseModelWrapperClass now contains methods removed from <Entity>Model and <Entity>Wrapper classes"
Service Builder,,Changes to indexes.sql persist,5b,Manual,,,,,,,,"1. Modify index in indexes.sql
2. Build Service
3. Assert manually created indexes are still present"
Service Builder,,Entity references in the service.xml create service references in the ServiceBaseImpl classes,5c,Integration,,,,,,,regular portal usage,"1. Create an entity with reference entity defined (with package-path)
2. Build Service
3. Assert reference entity BeanReference generated"
Service Builder,,Mapping tables between Entities generates many to many relationship,5d,Integration,,,,,,,regular portal usage,"1. Create a column with ""entity"" and ""mapping-table"" defined
2. Build Service
3. Assert many to many getter generated

"
Service Builder,,Persistence Tests,5e,Integration,,,,,,,regular portal usage,"1. Create an entity with persistence enabled[e]
2. Build Service
3. Assert Persistence tests are generated"
Service Builder,,Indexable Annotations,5f,Integration,,,,,,,regular portal usage,"1. Create service builder with DS dependency injector
2. Add an entity with local service enabled[f]
3. Build Service
4. Assert @Indexable attributes added to LocalService methods"
Service Builder,,Test Group 6 - AOP annotations,,,,,,,,,,
Service Builder,,"Ensure portal functionality with AOP refactor (see LPS-86406, LPS-90701)",6a,Manual,,,,,,,,"1. Start up portal
2. Assert portal starts up successfully with no exceptions"
Service Builder,,Ensure functionality of AOP annotations,6b,Integration,,,,,,,com.liferay.portal.aop.test.AopServiceManagerTest,"1. Start up portal
2. Ensure services with AOP annotations function properly"
Service Builder,,Test Group 7 - Persistence configuration,,,,,,,,,,
Service Builder,,fetchByPrimaryKeys method not generated for new services generated with 7.2 service builder DTD (LPS-90523),7a,Manual,,,,,,,,"1. Create a sample service builder entity
   1. Configure service.xml to use 7.2.0 service builder DTD
   2. Enable local and remote services
   3. Add some columns
   4. Add some finders
2. Generate services
3. Assert fetchByPrimaryKeys method is not present"
Service Builder,,fetchByPrimaryKeys method removed from existing services with PersistenceImpl method getBadColumnNames (LPS-90523),7b,Manual,,,,,,,,"1. Upgrade service.xml from 7.1.0 service builder DTD to 7.2.0[g]
2. Build services on a module with PersistenceImpl method getBadColumnNames (see LVEntryPersistenceImpl in modules/utils/portal-tools-service-builder-test-service)
3. Assert fetchByPrimaryKeys method is removed from the entity's persistence interface"
Service Builder,,Test Group 8 - Exceptions,,,,,,,,,,
Service Builder,,Custom Exception,8a,Integration,,,,,,,regular portal usage,"1. Create a service builder service.xml with exceptions defined
2. Build Service
3. Assert generated exception classes"
Service Builder,,Test Group 9 - Version Compatibility,,,,,,,,,,
Service Builder,,6.2 DTD,9a,Manual,,,,,,,,"1. Configure service.xml to use 6.2.0 service builder DTD
2. Run Build Service with the latest service builder code on master
3. Compile and deploy module on latest 6.2 EE release bundle
4. Assert no deployment errors"
Service Builder,,7.0 DTD,9b,Functional,,,,,,,gradle-plugins-service-builder,"1. Configure service.xml to use 7.0.0 service builder DTD
2. Run Build Service with the latest service builder code on master
3. Compile and deploy module on latest 7.0 DXP release bundle
4. Assert no deployment errors"
Service Builder,,7.1 DTD,9c,Integration,,,,,,,portal-tools-service-builder-test-service,"1. Configure service.xml to use 7.1.0 service builder DTD
2. Run Build Service with the latest service builder code on master
3. Compile and deploy module on latest 7.1 DXP release bundle
4. Assert no deployment errors"
Service Builder,,7.2 DTD,9d,Integration,,,,,,,regular portal usage,"1. Configure service.xml to use 7.2.0 service builder DTD
2. Run Build Service with the latest service builder code on master
3. Compile and deploy module on latest 7.2 DXP release bundle
4. Assert no deployment errors"
Service Builder,,Test Group 10 - Database Compatibility,,,,,,,,,,
Service Builder,,Oracle,10a,Integration,,,,,,,Running CI tests on Oracle DB,"1. Deploy modules with generated SB persistence code on Oracle DB
2. Assert no deployment errors"
Service Builder,,IBM DB2,10b,Integration,,,,,,,Running CI tests on DB2,"1. Deploy modules with generated SB persistence code on IBM DB2
2. Assert no deployment errors"
Service Builder,,Sybase,10c,Integration,,,,,,,Running CI tests on Sybase,"1. Deploy modules with generated SB persistence code on SAP DB
2. Assert no deployment errors"
Service Builder,,SQLServer,10d,Integration,,,,,,,Running CI tests on SQLServer,"1. Deploy modules with generated SB persistence code on SQL Server
2. Assert no deployment errors"
Service Builder,,Test Group 11 - Model Hints,,,,,,,,,,
Service Builder,,Required with hint collection,11a,Integration,,,,,,,Portal Impl Usage (portal-modal-hints.xml),"1. Create a model
2. Add a field with required validator and hint collection
<field name=""hostname"" type=""String"">
        <hint-collection name=""HOSTNAME"" />
        <validator name=""required"" />
</field>
        3. Build Service
4. Assert expected data type and validation"
Service Builder,,Test Group 12 - JDK 11 Support,,,,,,,,,,
Service Builder,,Generate with JDK 11,12a,Manual,,,,,,,,"1. Navigate to portal-tools-service-builder-test-service module
2. Build Service with JDK 11
3. Compile Java with JDK 11
4. Assert compiles successfully"
Service Builder,,Test Group 13 - Non-Liferay Database,,,,,,,,,,
Service Builder,,Declarative Services,13a,Manual,,,,,,,blade samples?,"1. Register a database with missing liferay tables as an OSGi service (com.liferay.portal.spring.extender.internal.jdbc.DataSourceUti)
2. Declare database source in module MANIFEST.MF
   1. Embed Data source provider SPI
3. Build Service
4. Deploy module
5. Assert successful connection to data source"
Service Builder,,"JDBC (Docs 7.1, 7.2)",13b,Integration,,,,,,,external-data-source-test-controller-test,"1. Create a database with missing liferay tables
2. Define data source with jdbc.ext (instead of jdbc.default) properties in portal-ext.properties
3. Create a ext-sprint.xml in src/main/resources/META-INF/spring/parent of a SB module (7.1 FP3+)
   1. Add a Spring Bean for the external database JDBC properties
   2. Add an alias for the bean
4. In service.xml, set for Entity: 
   1. data-source: created alias
   2. table: database table
   3. columns: db-name attribute
5. Build service
6. Deploy module
7. Assert successful connection to data source"
Service Builder,,JNDI (Sample),13c,Manual,,,,,,,,1. Execute 13b with JNDI bean
Service Builder,,Test Group 14 - Custom Finder,,,,,,,,,,
Service Builder,,Dynamic Query (Docs),14a,Integration,,,,,,,regular portal usage,"1. Create custom finder methods using Dynamic Query API in [Entity]FinderImpl class
2. Build service
3. Assert [Entity]FinderBaseImpl, and [Entity]Finder generated
4. Compile Java
5. Assert successful compile

"
Service Builder,,Custom Finder with manual SQL,14b,Integration,,,,,,,regular portal usage,1. Execute 14a with methods that use manually created sql to join tables
Service Builder,,Actionable Dynamic Queries,14c,Integration,,,,,,,regular portal usage,1. Execute 14a with Actionable Dynamic Query
Service Builder,,Test Group 15 - Build parameters (Docs),,,,,,,,,,
Service Builder,,apiDirName (Linux),15a,Manual,,,,,,,,"1. Build service with apiDirName parameter set to non-default value (with a Linux/Unix file system path)
2. Assert service API files placed in the correct directory

"
Service Builder,,apiDirName (Windows),15b,Manual,,,,,,,,"1. Build service with apiDirName parameter set to non-default value (with a Windows file system path)
2. Assert service API files placed in the correct directory"
Service Builder,,Test Group 16 - Column Order (Docs),,,,,,,,,,
Service Builder,,Ascending/Descending,16a,Integration,,,,,,,regular portal usage,"1. Create an entity with order > order-column attribute
2. Set order-by: desc
3. Build Service
4. Assert generated code to return in descending order
5. Modify order-by: asc
6. Assert generated code to return in ascending order"
Service Builder,,Case sensitive,16b,Integration,,,,,,,regular portal usage,"1. Create an entity with order > order column sorted by ""name"" and non-case-sensitive
2. Build service
3. Assert generated code to return without checking case"
Service Builder,,Test Group 17 - Service Builder update,,,,,,,,,,
Service Builder,,Core update,17a,Integration,,,,,,,service-builder-jdk8,"1. Modify core Service Builder module code
2. Build Service
3. Assert no code changes made to generated classes

"
Service Builder,,Test Group 18 - Build Change Tracking,,,,,,,,,,
Service Builder,,Enable Change Tracking,18a,Manual,,,,,,,,"1. Flag to turn on in service.xml
2. Build Service
3. Model will implement CTModel
4. (Service will fail if MVCC is not enabled)"
Setup Wizard,Setup Wizard,,,,,,,,,,,
Setup Wizard,,Test Group 1 - Initial Setup Wizard setup,,,,,,,,,,
Setup Wizard,,Enabling Setup Wizard,1a,Functional,-,3,,,,,SetupWizard#HypersonicToMySQL,"1. Set setup.wizard.enabled=true
2. Start Portal, assert the setup wizard is visible
          
3. Finish Configuration and restart
4. Assert Setup Wizard does not start again
5. Assert the following property is set:
   1. setup.wizard.enabled=false"
Setup Wizard,,Disabling Setup Wizard,1b,Functional,-,4,,,,,Most functional tests cover this,"1. Set setup.wizard.enabled=false
2. Start Portal, assert the setup wizard is not visible"
Setup Wizard,,Test Group 2 - Configuring Setup Wizard,,,,,,,,,,
Setup Wizard,,Portal Config,2a,Functional,-,5,,,,,https://issues.liferay.com/browse/LRQA-53929,"1. Change Portal Name to something other than “Liferay”
2. Change Language to something other than “English”
3. Finish Configuration
4. Verify that the Portal Name and language changes after restart
5. Verify the following properties in portal-setup-wizard.properties:
   1. company.default.locale=[new language]
   2. company.default.name=[new portal name]"
Setup Wizard,,Add Sample Data,2b,Functional,-,4,,,,,SetupWizardHSQL#HSQLtoHSQLLportal1SampleDataEnabled,"1. Verify add.sample.data=true is writtent to portal-setup-wizard.properties
2. Enable Add Sample Data for all databases
3. Verify sample data is populated after restart"
Setup Wizard,,Modify Administrator User,2c,Functional,-,4,,,,,SetupWizardHSQL#ViewConfiguredSetupWizardValue,"1. Change First Name to something other than “Test”
2. Change Last Name to something other than “Test”
3. Change Email to something other than “test@liferay.com”
4. Finish Configuration
5. Verify that the admin name and email changes after restart
6. Verify the following properties in portal-setup-wizard.properties:
   1. admin.email.from.address=[new email]
   2. admin.email.from.name=[new name]
   3. default.admin.email.address.prefix=[new email prefix]
   4. default.admin.first.name=[new first name]
   5. default.admin.last.name=[new last name]"
Setup Wizard,,Changing Database,2d,Functional,-,4,,,,,SetupWizard#HypersonicToMySQL,"1. Click “Change” under Default Database
2. Select a database under “Database Type”
3. Adjust remaining database fields as needed
4. Finish Configuration
5. Verify that the new database is pointed to after restart
6. Verify the following properties in portal-setup-wizard.properties:
   1. jdbc.default.driverClassName=[new property]
   2. jdbc.default.password=[new property]
   3. jdbc.default.url=[new property]
   4. jdbc.default.username=[new property]"
Setup Wizard,,Verify if empty string is allowed for all fields,2e,Functional,-,3,,,,,SetupWizard#HypersonicWithSpecialContent,"1. One at a time, set the following fields to blank
   1. Portal Name
   2. First Name
   3. Last Name
   4. Email
   5. JDBC Driver Class Name
   6. JDBC Default URL
2. Assert results
   1. Assert the following non-required fields allow for blank fields:
      1. Portal Name
      2. JDBC Username
      3. JDBS Password
   2. Assert the following required fields do not allow for blank fields:
      1. First Name
      2. Last Name
      3. Email
      4. JDBC Driver Class Name
      5. JDBC Default URL"
Setup Wizard,,Verify if special characters is allowed for all fields,2f,Functional,-,3,,,,,SetupWizard#HypersonicWithSpecialContent,"1. One at a time, set the following fields to !@#$%^&*()-_+=|`~{}[];:'"",<.>/?
   1. Portal Name
   2. First Name
   3. Last Name
   4. Email
2. Assert results
   1. Assert the following fields allow for special characters:
      1. Portal Name
      2. First Name
      3. Last Name
   2. Assert the following fields do not allow for special characters:
      1. Email"
Setup Wizard,,Test Group 3 - Selecting different databases,,,,,,,,,,
Setup Wizard,,Default Database Hypersonic,3a,Functional,-,3,,,,,SetupWizardHSQL#HSQLtoHSQLLportal1SampleDataDisabled,"1. Select HSQL
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,MySQL,3b,Functional,-,5,,,,,SetupWizardMySQL.testcase,"1. Select MySQL
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,MySQL with Sample Data,3c,Functional,-,4,,,,,SetupWizardHSQL#HSQLtoMySQLSampleDataEnabled,"1. Execute 3b but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Setup Wizard,,MariaDB,3d,Functional,-,4,,,,,SetupWizardHSQL#HSQLtoMariaDB,"1. Select MariaDB
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,MariaDB with Sample Data,3e,Functional,-,3,,,,,SetupWizardHSQL#HSQLtoMariaDBSampleDataEnabled,"1. Execute 3d but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Setup Wizard,,PostgreSQL,3f,Functional,-,4,,,,,SetupWizardHSQL#HSQLtoPostgreSQL,"1. Select PostgreSQL
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,PostgreSQL with Sample Data,3g,Functional,-,3,,,,,SetupWizardHSQL#HSQLtoPostgreSQLSampleDataEnabled,"1. Execute 3f but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Setup Wizard,,Oracle,3h,Functional,-,5,,,,,SetupWizardHSQLEE#HSQLtoOracle,"1. Select Oracle
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,Oracle with Sample Data,3i,Functional,-,3,,,,,SetupWizardHSQLEE#HSQLtoOracleSampleDataEnabled,"1. Execute 3h but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Setup Wizard,,SQL Server,3j,Manual,,5,,,,,https://issues.liferay.com/browse/LRQA-53782,"1. Select SQL Server
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,SQL Server with Sample Data,3k,Manual,,3,,,,,https://issues.liferay.com/browse/LRQA-53782,"1. Execute 3j but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Setup Wizard,,Sybase,3l,Functional,-,4,,,,,SetupWizardHSQLEE#HSQLtoSybase,"1. Select SQL Server
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,Sybase with Sample Data,3m,Functional,-,3,,,,,SetupWizardHSQLEE#HSQLtoSybaseSampleDataEnabled,"1. Execute 3l but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Setup Wizard,,DB2,3n,Functional,-,4,,,,,SetupWizardHSQLEE#HSQLtoDB2,"1. Select DB2
2. Verify restart is needed
3. Restart app server
4. Assert no errors on startup
5. Assert able to login into portal"
Setup Wizard,,DB2 with Sample Data,3o,Functional,-,3,,,,,SetupWizardHSQLEE#HSQLtoDB2SampleDataEnabled,"1. Execute 3n but with ""Sample Data"" checkbox enabled
2. Assert Sample Data added to the portal
3. Assert portal functionality"
Upgrades,Upgrades,,,,,,,,,,,
Upgrades,,Test Group 1 - Performance/Large Database,,,,,,,,,,
Upgrades,,Upgrade large number of the most common elements from 6.1.30 (<=7.1),1a,Manual,60,3,,,,,,"1. Use a real large database.
   1. https://drive.google.com/drive/folders/1XfZTsTCsrxRV0MpVNJitbDxjzJFPxuhB[a]
2. Upgrade to latest portal (only 7.1 or earlier)
3. Assert none of verifyProcess takes hours to complete (we have removed 60% of them for 7.1). Please keep in mind the following verify processes as they have taken a long time in the past:
   1. VerifyPermission
4. Assert none of the upgradePrcess takes hour to complete.
5. Verify no errors are thrown in the upgrade process such as:
   1. OutOfMemory errors
   2. SQLSyntaxErrorException: ORA-01795: maximum number of expressions in a list is 1000
6. Verify upgraded content is intact and functional (regenerate the index prior to do this)
7. Add/update/delete basic content from each component after upgrade and make sure no errors are thrown:
   1. Create a new journal article based on an existing structure.
   2. Create a new version of a journal article based on an existing journal article.
   3. Create a new DLFileEntry in an existing Folder.
   4. Add a new page in an existing site adding a few portlets on it.
   5. Change the configuration for an existing instance of a portlet.
   6. Add a new portlet instance in an existing page."
Upgrades,,Upgrade large number of the most common elements from 6.2.10,1b,Manual,60,5,,,,,https://issues.liferay.com/browse/LRQA-50579,"1. Start 6.2.10 Latest SP on Oracle 11.2
2. Add war from https://grow.liferay.com/documents/20147/391899/create-all-the-things-6.2-portlet.war 
3. Add Create All Things portlet to a page
4. Populate all possible asset types with 500+ assets each
5. Verify upgraded content is intact and functional (regenerate the Search index prior to do this)
6. Add/update/delete basic content from each component after upgrade and make sure no errors are thrown:
   1. Create a new journal article based on an existing structure.
   2. Create a new version of a journal article based on an existing journal article.
   3. Create a new DLFileEntry in an existing Folder.
   4. Add a new page in an existing site adding a few portlets on it.
   5. Change the configuration for an existing instance of a portlet.
   6. Add a new portlet instance in an existing page."
Upgrades,,Upgrade large number of the most common elements from 7.0,1c,Manual,60,5,,,,,"https://issues.liferay.com/browse/LRQA-50579
Database dump created for LPS-91601 on 7.0 SP10 
Download Link. Use this database to Skip steps 1-4.","1. Start 7.0 DXP Latest SP on SQL Server 2017
2. Add jar from https://github.com/yasuflatland-lf/liferay-dummy-factory/tree/7.0.x
3. Navigate to Control Panel > Apps folder > Dummy Factory
4. Populate all possible asset types with 500+ assets each
5. Upgrade to new version of DXP
6. Verify upgraded content is intact and functional (regenerate the Search index prior to do this)
7. Add/update/delete basic content from each component after upgrade and make sure no errors are thrown:
   1. Create a new journal article based on an existing structure.
   2. Create a new version of a journal article based on an existing journal article.
   3. Create a new DLFileEntry in an existing Folder.
   4. Add a new page in an existing site adding a few portlets on it.
   5. Change the configuration for an existing instance of a portlet.
   6. Add a new portlet instance in an existing page."
Upgrades,,Upgrade large number of the most common elements from 7.1 ,1d,Manual,60,4,,,,,https://issues.liferay.com/browse/LRQA-50579,"1. Start 7.1 DXP Latest SP on MariaDB 10.2
2. Add jar from https://github.com/yasuflatland-lf/liferay-dummy-factory/tree/master 
3. Execute steps from 1c"
Upgrades,,Test Group 2 - Common Paths (should use more variety of objects),,,,,,,,,,
Upgrades,,Direct upgrade from latest 6.1 CE release  (<=7.1),2a,Manual,-,2,,,,,"Automation removed due to low priority
Pre-upgrade steps:Create the following assets in legacy portal- Web Content- Document & Media Document file, version, workflow status, and size- Message Boards Thread- Wiki Page- Blogs Entry- Site PageCreate roles per usersCreate a web content structurePost-upgrade steps:Search for the assets after the upgradeAdd/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)Create one web content with an old structure (will be covered by test case 5b)Activate staging (will be covered by test case 5c, 5d)Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)",
Upgrades,,Direct upgrade from latest 6.1 EE release  (<=7.1),2b,Functional,-,4,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:Create the following assets in legacy portal- Web Content- Document & Media Document file, version, workflow status, and size- Message Boards Thread- Wiki Page- Blogs Entry- Site PageCreate roles per usersCreate a web content structurePost-upgrade steps:Search for the assets after the upgradeAdd/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)Create one web content with an old structure (will be covered by test case 5b)Activate staging (will be covered by test case 5c, 5d)Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)",
Upgrades,,Direct upgrade from latest 6.2 CE release,2c,Functional,-,2,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:Create the following assets in legacy portal- Web Content- Document & Media Document file, version, workflow status, and size- Message Boards Thread- Wiki Page- Blogs Entry- Site PageCreate roles per usersCreate a web content structurePost-upgrade steps:Search for the assets after the upgradeAdd/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)Create one web content with an old structure (will be covered by test case 5b)Activate staging (will be covered by test case 5c, 5d)Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)",
Upgrades,,Direct upgrade from latest 6.2 EE release,2d,Functional,-,5,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:
Create the following assets in legacy portal
- Web Content
- Document & Media Document file, version, workflow status, and size
- Message Boards Thread
- Wiki Page
- Blogs Entry
- Site Page
Create roles per users
Create a web content structure
Post-upgrade steps:
Search for the assets after the upgrade
Add/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)
Create one web content with an old structure (will be covered by test case 5b)
Activate staging (will be covered by test case 5c, 5d)
Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)
",
Upgrades,,Direct upgrade from latest 7.0 CE release,2e,Functional,-,3,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:
Create the following assets in legacy portal
- Web Content
- Document & Media Document file, version, workflow status, and size
- Message Boards Thread
- Wiki Page
- Blogs Entry
- Site Page
Create roles per users
Create a web content structure
Post-upgrade steps:
Search for the assets after the upgrade
Add/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)
Create one web content with an old structure (will be covered by test case 5b)
Activate staging (will be covered by test case 5c, 5d)
Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)
",
Upgrades,,Direct upgrade from latest 7.0 DXP release,2f,Functional,-,5,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:Create the following assets in legacy portal- Web Content- Document & Media Document file, version, workflow status, and size- Message Boards Thread- Wiki Page- Blogs Entry- Site PageCreate roles per usersCreate a web content structurePost-upgrade steps:Search for the assets after the upgradeAdd/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)Create one web content with an old structure (will be covered by test case 5b)Activate staging (will be covered by test case 5c, 5d)Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)",
Upgrades,,Direct upgrade from latest 7.1 CE release,2g,Functional,-,3,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:
Create the following assets in legacy portal
- Web Content
- Document & Media Document file, version, workflow status, and size
- Message Boards Thread
- Wiki Page
- Blogs Entry
- Site Page
Create roles per users
Create a web content structure
Post-upgrade steps:
Search for the assets after the upgrade
Add/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)
Create one web content with an old structure (will be covered by test case 5b)
Activate staging (will be covered by test case 5c, 5d)
Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)
",
Upgrades,,Direct upgrade from latest 7.1 DXP release,2h,Functional,-,5,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:
Create the following assets in legacy portal
- Web Content
- Document & Media Document file, version, workflow status, and size
- Message Boards Thread
- Wiki Page
- Blogs Entry
- Site Page
Create roles per users
Create a web content structure
Post-upgrade steps:
Search for the assets after the upgrade
Add/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)
Create one web content with an old structure (will be covered by test case 5b)
Activate staging (will be covered by test case 5c, 5d)
Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)
",
Upgrades,,Direct upgrade from latest 7.2 CE release,2i,Functional,-,3,,,,,"PortalSmokeUpgrade.testcase

Pre-upgrade steps:
Create the following assets in legacy portal
- Web Content
- Document & Media Document file, version, workflow status, and size
- Message Boards Thread
- Wiki Page
- Blogs Entry
- Site Page
Create roles per users
Create a web content structure
Post-upgrade steps:
Search for the assets after the upgrade
Add/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)
Create one web content with an old structure (will be covered by test case 5b)
Activate staging (will be covered by test case 5c, 5d)
Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)
",
Upgrades,,Direct upgrade from latest 7.2 DXP release,2j,Functional,-,5,,,,,"PortalSmokeUpgrade.testcase
Pre-upgrade steps:
Create the following assets in legacy portal
- Web Content
- Document & Media Document file, version, workflow status, and size
- Message Boards Thread
- Wiki Page
- Blogs Entry
- Site Page
Create roles per users
Create a web content structure
Post-upgrade steps:
Search for the assets after the upgrade
Add/update/delete basic content from each component after upgrade and make sure no errors are thrown (do this in the corresponding test in group 5?)
Create one web content with an old structure (will be covered by test case 5b)
Activate staging (will be covered by test case 5c, 5d)
Log in with a user with a role which can see specific sites and verify that he can see those sites (will be covered by test case 3b)
",
Upgrades,,Test Group 3 - Permissions Persistence,,,,,,,,,,
